dt,AverageTemperature,City,Latitude,Longitude,month,year,Average 20 years,gap1,gap2
9/1/1930,23.101,Bras¨ªlia,15.27S,47.50W,9,1930,,,
10/1/1930,22.899,Bras¨ªlia,15.27S,47.50W,10,1930,,,
11/1/1930,21.285,Bras¨ªlia,15.27S,47.50W,11,1930,,,
12/1/1930,21.351,Bras¨ªlia,15.27S,47.50W,12,1930,,,
1/1/1931,23.141,Bras¨ªlia,15.27S,47.50W,1,1931,,,
2/1/1931,22.022,Bras¨ªlia,15.27S,47.50W,2,1931,,,
3/1/1931,22.114,Bras¨ªlia,15.27S,47.50W,3,1931,,,
4/1/1931,22.468,Bras¨ªlia,15.27S,47.50W,4,1931,,,
5/1/1931,21.242,Bras¨ªlia,15.27S,47.50W,5,1931,,,
6/1/1931,19.616,Bras¨ªlia,15.27S,47.50W,6,1931,,,
7/1/1931,19.276,Bras¨ªlia,15.27S,47.50W,7,1931,,,
8/1/1931,20.231,Bras¨ªlia,15.27S,47.50W,8,1931,,,
9/1/1931,23.006,Bras¨ªlia,15.27S,47.50W,9,1931,,,
10/1/1931,22.908,Bras¨ªlia,15.27S,47.50W,10,1931,,,
11/1/1931,22.367,Bras¨ªlia,15.27S,47.50W,11,1931,,,
12/1/1931,22.626,Bras¨ªlia,15.27S,47.50W,12,1931,,,
1/1/1932,21.167,Bras¨ªlia,15.27S,47.50W,1,1932,,,
2/1/1932,22.808,Bras¨ªlia,15.27S,47.50W,2,1932,,,
3/1/1932,22.716,Bras¨ªlia,15.27S,47.50W,3,1932,,,
4/1/1932,23.218,Bras¨ªlia,15.27S,47.50W,4,1932,,,
5/1/1932,22.219,Bras¨ªlia,15.27S,47.50W,5,1932,,,
6/1/1932,21.236,Bras¨ªlia,15.27S,47.50W,6,1932,,,
7/1/1932,20.402,Bras¨ªlia,15.27S,47.50W,7,1932,,,
8/1/1932,21.094,Bras¨ªlia,15.27S,47.50W,8,1932,,,
9/1/1932,23.062,Bras¨ªlia,15.27S,47.50W,9,1932,,,
10/1/1932,23.654,Bras¨ªlia,15.27S,47.50W,10,1932,,,
11/1/1932,22.601,Bras¨ªlia,15.27S,47.50W,11,1932,,,
12/1/1932,22.387,Bras¨ªlia,15.27S,47.50W,12,1932,,,
1/1/1933,22.182,Bras¨ªlia,15.27S,47.50W,1,1933,,,
2/1/1933,22.861,Bras¨ªlia,15.27S,47.50W,2,1933,,,
3/1/1933,22.146,Bras¨ªlia,15.27S,47.50W,3,1933,,,
4/1/1933,21.167,Bras¨ªlia,15.27S,47.50W,4,1933,,,
5/1/1933,20.484,Bras¨ªlia,15.27S,47.50W,5,1933,,,
6/1/1933,19.035,Bras¨ªlia,15.27S,47.50W,6,1933,,,
7/1/1933,19.364,Bras¨ªlia,15.27S,47.50W,7,1933,,,
8/1/1933,21.351,Bras¨ªlia,15.27S,47.50W,8,1933,,,
9/1/1933,23.369,Bras¨ªlia,15.27S,47.50W,9,1933,,,
10/1/1933,22.947,Bras¨ªlia,15.27S,47.50W,10,1933,,,
11/1/1933,21.709,Bras¨ªlia,15.27S,47.50W,11,1933,,,
12/1/1933,21.829,Bras¨ªlia,15.27S,47.50W,12,1933,,,
1/1/1934,22.327,Bras¨ªlia,15.27S,47.50W,1,1934,,,
2/1/1934,22.977,Bras¨ªlia,15.27S,47.50W,2,1934,,,
3/1/1934,22.995,Bras¨ªlia,15.27S,47.50W,3,1934,,,
4/1/1934,22.925,Bras¨ªlia,15.27S,47.50W,4,1934,,,
5/1/1934,20.679,Bras¨ªlia,15.27S,47.50W,5,1934,,,
6/1/1934,19.646,Bras¨ªlia,15.27S,47.50W,6,1934,,,
7/1/1934,19.028,Bras¨ªlia,15.27S,47.50W,7,1934,,,
8/1/1934,21.446,Bras¨ªlia,15.27S,47.50W,8,1934,,,
9/1/1934,23.087,Bras¨ªlia,15.27S,47.50W,9,1934,,,
10/1/1934,22.29,Bras¨ªlia,15.27S,47.50W,10,1934,,,
11/1/1934,22.515,Bras¨ªlia,15.27S,47.50W,11,1934,,,
12/1/1934,22.382,Bras¨ªlia,15.27S,47.50W,12,1934,,,
1/1/1935,22.312,Bras¨ªlia,15.27S,47.50W,1,1935,,,
2/1/1935,22.393,Bras¨ªlia,15.27S,47.50W,2,1935,,,
3/1/1935,22.817,Bras¨ªlia,15.27S,47.50W,3,1935,,,
4/1/1935,21.59,Bras¨ªlia,15.27S,47.50W,4,1935,,,
5/1/1935,20.211,Bras¨ªlia,15.27S,47.50W,5,1935,,,
6/1/1935,20.797,Bras¨ªlia,15.27S,47.50W,6,1935,,,
7/1/1935,20.54,Bras¨ªlia,15.27S,47.50W,7,1935,,,
8/1/1935,21.443,Bras¨ªlia,15.27S,47.50W,8,1935,,,
9/1/1935,23.324,Bras¨ªlia,15.27S,47.50W,9,1935,,,
10/1/1935,24.053,Bras¨ªlia,15.27S,47.50W,10,1935,,,
11/1/1935,22.475,Bras¨ªlia,15.27S,47.50W,11,1935,,,
12/1/1935,22.665,Bras¨ªlia,15.27S,47.50W,12,1935,,,
1/1/1936,22.424,Bras¨ªlia,15.27S,47.50W,1,1936,,,
2/1/1936,22.176,Bras¨ªlia,15.27S,47.50W,2,1936,,,
3/1/1936,22.641,Bras¨ªlia,15.27S,47.50W,3,1936,,,
4/1/1936,22.38,Bras¨ªlia,15.27S,47.50W,4,1936,,,
5/1/1936,22.176,Bras¨ªlia,15.27S,47.50W,5,1936,,,
6/1/1936,20.727,Bras¨ªlia,15.27S,47.50W,6,1936,,,
7/1/1936,19.81,Bras¨ªlia,15.27S,47.50W,7,1936,,,
8/1/1936,21.196,Bras¨ªlia,15.27S,47.50W,8,1936,,,
9/1/1936,23.605,Bras¨ªlia,15.27S,47.50W,9,1936,,,
10/1/1936,24.037,Bras¨ªlia,15.27S,47.50W,10,1936,,,
11/1/1936,22.723,Bras¨ªlia,15.27S,47.50W,11,1936,,,
12/1/1936,22.032,Bras¨ªlia,15.27S,47.50W,12,1936,,,
1/1/1937,22.295,Bras¨ªlia,15.27S,47.50W,1,1937,,,
2/1/1937,22.798,Bras¨ªlia,15.27S,47.50W,2,1937,,,
3/1/1937,22.879,Bras¨ªlia,15.27S,47.50W,3,1937,,,
4/1/1937,21.731,Bras¨ªlia,15.27S,47.50W,4,1937,,,
5/1/1937,20.655,Bras¨ªlia,15.27S,47.50W,5,1937,,,
6/1/1937,20.555,Bras¨ªlia,15.27S,47.50W,6,1937,,,
7/1/1937,20.158,Bras¨ªlia,15.27S,47.50W,7,1937,,,
8/1/1937,22.64,Bras¨ªlia,15.27S,47.50W,8,1937,,,
9/1/1937,23.264,Bras¨ªlia,15.27S,47.50W,9,1937,,,
10/1/1937,22.957,Bras¨ªlia,15.27S,47.50W,10,1937,,,
11/1/1937,22.639,Bras¨ªlia,15.27S,47.50W,11,1937,,,
12/1/1937,21.657,Bras¨ªlia,15.27S,47.50W,12,1937,,,
1/1/1938,22.741,Bras¨ªlia,15.27S,47.50W,1,1938,,,
2/1/1938,22.992,Bras¨ªlia,15.27S,47.50W,2,1938,,,
3/1/1938,22.736,Bras¨ªlia,15.27S,47.50W,3,1938,,,
4/1/1938,21.99,Bras¨ªlia,15.27S,47.50W,4,1938,,,
5/1/1938,21.803,Bras¨ªlia,15.27S,47.50W,5,1938,,,
6/1/1938,20.255,Bras¨ªlia,15.27S,47.50W,6,1938,,,
7/1/1938,20.023,Bras¨ªlia,15.27S,47.50W,7,1938,,,
8/1/1938,21.327,Bras¨ªlia,15.27S,47.50W,8,1938,,,
9/1/1938,22.988,Bras¨ªlia,15.27S,47.50W,9,1938,,,
10/1/1938,22.752,Bras¨ªlia,15.27S,47.50W,10,1938,,,
11/1/1938,22.452,Bras¨ªlia,15.27S,47.50W,11,1938,,,
12/1/1938,21.719,Bras¨ªlia,15.27S,47.50W,12,1938,,,
1/1/1939,22.635,Bras¨ªlia,15.27S,47.50W,1,1939,,,
2/1/1939,22.246,Bras¨ªlia,15.27S,47.50W,2,1939,,,
3/1/1939,23.384,Bras¨ªlia,15.27S,47.50W,3,1939,,,
4/1/1939,22.632,Bras¨ªlia,15.27S,47.50W,4,1939,,,
5/1/1939,22.73,Bras¨ªlia,15.27S,47.50W,5,1939,,,
6/1/1939,21.058,Bras¨ªlia,15.27S,47.50W,6,1939,,,
7/1/1939,19.031,Bras¨ªlia,15.27S,47.50W,7,1939,,,
8/1/1939,21.264,Bras¨ªlia,15.27S,47.50W,8,1939,,,
9/1/1939,22.895,Bras¨ªlia,15.27S,47.50W,9,1939,,,
10/1/1939,22.939,Bras¨ªlia,15.27S,47.50W,10,1939,,,
11/1/1939,22.969,Bras¨ªlia,15.27S,47.50W,11,1939,,,
12/1/1939,22.519,Bras¨ªlia,15.27S,47.50W,12,1939,,,
1/1/1940,22.445,Bras¨ªlia,15.27S,47.50W,1,1940,,,
2/1/1940,22.612,Bras¨ªlia,15.27S,47.50W,2,1940,,,
3/1/1940,22.502,Bras¨ªlia,15.27S,47.50W,3,1940,,,
4/1/1940,22.505,Bras¨ªlia,15.27S,47.50W,4,1940,,,
5/1/1940,22.174,Bras¨ªlia,15.27S,47.50W,5,1940,,,
6/1/1940,20.235,Bras¨ªlia,15.27S,47.50W,6,1940,,,
7/1/1940,20.756,Bras¨ªlia,15.27S,47.50W,7,1940,,,
8/1/1940,21.62,Bras¨ªlia,15.27S,47.50W,8,1940,,,
9/1/1940,22.599,Bras¨ªlia,15.27S,47.50W,9,1940,,,
10/1/1940,23.142,Bras¨ªlia,15.27S,47.50W,10,1940,,,
11/1/1940,21.635,Bras¨ªlia,15.27S,47.50W,11,1940,,,
12/1/1940,22.959,Bras¨ªlia,15.27S,47.50W,12,1940,,,
1/1/1941,23.1,Bras¨ªlia,15.27S,47.50W,1,1941,,,
2/1/1941,23.368,Bras¨ªlia,15.27S,47.50W,2,1941,,,
3/1/1941,22.667,Bras¨ªlia,15.27S,47.50W,3,1941,,,
4/1/1941,23.099,Bras¨ªlia,15.27S,47.50W,4,1941,,,
5/1/1941,21.688,Bras¨ªlia,15.27S,47.50W,5,1941,,,
6/1/1941,19.725,Bras¨ªlia,15.27S,47.50W,6,1941,,,
7/1/1941,20.093,Bras¨ªlia,15.27S,47.50W,7,1941,,,
8/1/1941,22.487,Bras¨ªlia,15.27S,47.50W,8,1941,,,
9/1/1941,21.889,Bras¨ªlia,15.27S,47.50W,9,1941,,,
10/1/1941,23.259,Bras¨ªlia,15.27S,47.50W,10,1941,,,
11/1/1941,22.728,Bras¨ªlia,15.27S,47.50W,11,1941,,,
12/1/1941,22.648,Bras¨ªlia,15.27S,47.50W,12,1941,,,
1/1/1942,23.308,Bras¨ªlia,15.27S,47.50W,1,1942,,,
2/1/1942,22.625,Bras¨ªlia,15.27S,47.50W,2,1942,,,
3/1/1942,22.993,Bras¨ªlia,15.27S,47.50W,3,1942,,,
4/1/1942,22.405,Bras¨ªlia,15.27S,47.50W,4,1942,,,
5/1/1942,21.396,Bras¨ªlia,15.27S,47.50W,5,1942,,,
6/1/1942,19.393,Bras¨ªlia,15.27S,47.50W,6,1942,,,
7/1/1942,18.205,Bras¨ªlia,15.27S,47.50W,7,1942,,,
8/1/1942,21.291,Bras¨ªlia,15.27S,47.50W,8,1942,,,
9/1/1942,23.416,Bras¨ªlia,15.27S,47.50W,9,1942,,,
10/1/1942,22.573,Bras¨ªlia,15.27S,47.50W,10,1942,,,
11/1/1942,22.078,Bras¨ªlia,15.27S,47.50W,11,1942,,,
12/1/1942,21.538,Bras¨ªlia,15.27S,47.50W,12,1942,,,
1/1/1943,22.002,Bras¨ªlia,15.27S,47.50W,1,1943,,,
2/1/1943,22.387,Bras¨ªlia,15.27S,47.50W,2,1943,,,
3/1/1943,22.178,Bras¨ªlia,15.27S,47.50W,3,1943,,,
4/1/1943,20.922,Bras¨ªlia,15.27S,47.50W,4,1943,,,
5/1/1943,21.025,Bras¨ªlia,15.27S,47.50W,5,1943,,,
6/1/1943,20.165,Bras¨ªlia,15.27S,47.50W,6,1943,,,
7/1/1943,19.299,Bras¨ªlia,15.27S,47.50W,7,1943,,,
8/1/1943,19.945,Bras¨ªlia,15.27S,47.50W,8,1943,,,
9/1/1943,21.817,Bras¨ªlia,15.27S,47.50W,9,1943,,,
10/1/1943,22.664,Bras¨ªlia,15.27S,47.50W,10,1943,,,
11/1/1943,22.003,Bras¨ªlia,15.27S,47.50W,11,1943,,,
12/1/1943,21.248,Bras¨ªlia,15.27S,47.50W,12,1943,,,
1/1/1944,22.512,Bras¨ªlia,15.27S,47.50W,1,1944,,,
2/1/1944,22.524,Bras¨ªlia,15.27S,47.50W,2,1944,,,
3/1/1944,23.118,Bras¨ªlia,15.27S,47.50W,3,1944,,,
4/1/1944,21.405,Bras¨ªlia,15.27S,47.50W,4,1944,,,
5/1/1944,20.522,Bras¨ªlia,15.27S,47.50W,5,1944,,,
6/1/1944,20.26,Bras¨ªlia,15.27S,47.50W,6,1944,,,
7/1/1944,19.038,Bras¨ªlia,15.27S,47.50W,7,1944,,,
8/1/1944,21.378,Bras¨ªlia,15.27S,47.50W,8,1944,,,
9/1/1944,23.355,Bras¨ªlia,15.27S,47.50W,9,1944,,,
10/1/1944,23.691,Bras¨ªlia,15.27S,47.50W,10,1944,,,
11/1/1944,21.868,Bras¨ªlia,15.27S,47.50W,11,1944,,,
12/1/1944,21.868,Bras¨ªlia,15.27S,47.50W,12,1944,,,
1/1/1945,22.351,Bras¨ªlia,15.27S,47.50W,1,1945,,,
2/1/1945,22.37,Bras¨ªlia,15.27S,47.50W,2,1945,,,
3/1/1945,22.742,Bras¨ªlia,15.27S,47.50W,3,1945,,,
4/1/1945,21.863,Bras¨ªlia,15.27S,47.50W,4,1945,,,
5/1/1945,19.425,Bras¨ªlia,15.27S,47.50W,5,1945,,,
6/1/1945,18.579,Bras¨ªlia,15.27S,47.50W,6,1945,,,
7/1/1945,19.295,Bras¨ªlia,15.27S,47.50W,7,1945,,,
8/1/1945,22.326,Bras¨ªlia,15.27S,47.50W,8,1945,,,
9/1/1945,22.546,Bras¨ªlia,15.27S,47.50W,9,1945,,,
10/1/1945,22.491,Bras¨ªlia,15.27S,47.50W,10,1945,,,
11/1/1945,21.991,Bras¨ªlia,15.27S,47.50W,11,1945,,,
12/1/1945,21.387,Bras¨ªlia,15.27S,47.50W,12,1945,,,
1/1/1946,22.175,Bras¨ªlia,15.27S,47.50W,1,1946,,,
2/1/1946,23.362,Bras¨ªlia,15.27S,47.50W,2,1946,,,
3/1/1946,22.729,Bras¨ªlia,15.27S,47.50W,3,1946,,,
4/1/1946,21.729,Bras¨ªlia,15.27S,47.50W,4,1946,,,
5/1/1946,21.512,Bras¨ªlia,15.27S,47.50W,5,1946,,,
6/1/1946,20.231,Bras¨ªlia,15.27S,47.50W,6,1946,,,
7/1/1946,19.637,Bras¨ªlia,15.27S,47.50W,7,1946,,,
8/1/1946,21.787,Bras¨ªlia,15.27S,47.50W,8,1946,,,
9/1/1946,23.678,Bras¨ªlia,15.27S,47.50W,9,1946,,,
10/1/1946,23.802,Bras¨ªlia,15.27S,47.50W,10,1946,,,
11/1/1946,22.65,Bras¨ªlia,15.27S,47.50W,11,1946,,,
12/1/1946,22.024,Bras¨ªlia,15.27S,47.50W,12,1946,,,
1/1/1947,23.017,Bras¨ªlia,15.27S,47.50W,1,1947,,,
2/1/1947,22.931,Bras¨ªlia,15.27S,47.50W,2,1947,,,
3/1/1947,22.022,Bras¨ªlia,15.27S,47.50W,3,1947,,,
4/1/1947,22.06,Bras¨ªlia,15.27S,47.50W,4,1947,,,
5/1/1947,21.561,Bras¨ªlia,15.27S,47.50W,5,1947,,,
6/1/1947,20.486,Bras¨ªlia,15.27S,47.50W,6,1947,,,
7/1/1947,18.936,Bras¨ªlia,15.27S,47.50W,7,1947,,,
8/1/1947,20.875,Bras¨ªlia,15.27S,47.50W,8,1947,,,
9/1/1947,23.027,Bras¨ªlia,15.27S,47.50W,9,1947,,,
10/1/1947,21.89,Bras¨ªlia,15.27S,47.50W,10,1947,,,
11/1/1947,20.859,Bras¨ªlia,15.27S,47.50W,11,1947,,,
12/1/1947,21.274,Bras¨ªlia,15.27S,47.50W,12,1947,,,
1/1/1948,22.484,Bras¨ªlia,15.27S,47.50W,1,1948,,,
2/1/1948,22.843,Bras¨ªlia,15.27S,47.50W,2,1948,,,
3/1/1948,21.932,Bras¨ªlia,15.27S,47.50W,3,1948,,,
4/1/1948,21.885,Bras¨ªlia,15.27S,47.50W,4,1948,,,
5/1/1948,21.237,Bras¨ªlia,15.27S,47.50W,5,1948,,,
6/1/1948,20.406,Bras¨ªlia,15.27S,47.50W,6,1948,,,
7/1/1948,20.516,Bras¨ªlia,15.27S,47.50W,7,1948,,,
8/1/1948,20.957,Bras¨ªlia,15.27S,47.50W,8,1948,,,
9/1/1948,23.295,Bras¨ªlia,15.27S,47.50W,9,1948,,,
10/1/1948,22.787,Bras¨ªlia,15.27S,47.50W,10,1948,,,
11/1/1948,22.219,Bras¨ªlia,15.27S,47.50W,11,1948,,,
12/1/1948,21.124,Bras¨ªlia,15.27S,47.50W,12,1948,,,
1/1/1949,21.753,Bras¨ªlia,15.27S,47.50W,1,1949,,,
2/1/1949,21.604,Bras¨ªlia,15.27S,47.50W,2,1949,,,
3/1/1949,23.368,Bras¨ªlia,15.27S,47.50W,3,1949,,,
4/1/1949,21.224,Bras¨ªlia,15.27S,47.50W,4,1949,,,
5/1/1949,20.54,Bras¨ªlia,15.27S,47.50W,5,1949,,,
6/1/1949,20.635,Bras¨ªlia,15.27S,47.50W,6,1949,,,
7/1/1949,19.162,Bras¨ªlia,15.27S,47.50W,7,1949,,,
8/1/1949,20.696,Bras¨ªlia,15.27S,47.50W,8,1949,,,
9/1/1949,22.496,Bras¨ªlia,15.27S,47.50W,9,1949,,,
10/1/1949,21.972,Bras¨ªlia,15.27S,47.50W,10,1949,,,
11/1/1949,21.986,Bras¨ªlia,15.27S,47.50W,11,1949,,,
12/1/1949,21.991,Bras¨ªlia,15.27S,47.50W,12,1949,,,
1/1/1950,22.15,Bras¨ªlia,15.27S,47.50W,1,1950,,,
2/1/1950,22.427,Bras¨ªlia,15.27S,47.50W,2,1950,,,
3/1/1950,21.76,Bras¨ªlia,15.27S,47.50W,3,1950,,,
4/1/1950,21.513,Bras¨ªlia,15.27S,47.50W,4,1950,,,
5/1/1950,20.89,Bras¨ªlia,15.27S,47.50W,5,1950,,,
6/1/1950,19.823,Bras¨ªlia,15.27S,47.50W,6,1950,,,
7/1/1950,19.479,Bras¨ªlia,15.27S,47.50W,7,1950,,,
8/1/1950,21.231,Bras¨ªlia,15.27S,47.50W,8,1950,,,
9/1/1950,22.166,Bras¨ªlia,15.27S,47.50W,9,1950,,,
10/1/1950,22.062,Bras¨ªlia,15.27S,47.50W,10,1950,,,
11/1/1950,21.908,Bras¨ªlia,15.27S,47.50W,11,1950,,,
12/1/1950,21.665,Bras¨ªlia,15.27S,47.50W,12,1950,,,
1/1/1951,22.044,Bras¨ªlia,15.27S,47.50W,1,1951,,,
2/1/1951,22.612,Bras¨ªlia,15.27S,47.50W,2,1951,,,
3/1/1951,23.16,Bras¨ªlia,15.27S,47.50W,3,1951,,,
4/1/1951,20.971,Bras¨ªlia,15.27S,47.50W,4,1951,,,
5/1/1951,20.714,Bras¨ªlia,15.27S,47.50W,5,1951,,,
6/1/1951,19.482,Bras¨ªlia,15.27S,47.50W,6,1951,,,
7/1/1951,19.01,Bras¨ªlia,15.27S,47.50W,7,1951,,,
8/1/1951,20.963,Bras¨ªlia,15.27S,47.50W,8,1951,,,
9/1/1951,23.443,Bras¨ªlia,15.27S,47.50W,9,1951,,,
10/1/1951,23.802,Bras¨ªlia,15.27S,47.50W,10,1951,,,
11/1/1951,22.932,Bras¨ªlia,15.27S,47.50W,11,1951,,,
12/1/1951,21.861,Bras¨ªlia,15.27S,47.50W,12,1951,,,
1/1/1952,22.889,Bras¨ªlia,15.27S,47.50W,1,1952,,,
2/1/1952,23.208,Bras¨ªlia,15.27S,47.50W,2,1952,,,
3/1/1952,21.969,Bras¨ªlia,15.27S,47.50W,3,1952,,,
4/1/1952,21.296,Bras¨ªlia,15.27S,47.50W,4,1952,,,
5/1/1952,20.587,Bras¨ªlia,15.27S,47.50W,5,1952,,,
6/1/1952,19.531,Bras¨ªlia,15.27S,47.50W,6,1952,,,
7/1/1952,19.716,Bras¨ªlia,15.27S,47.50W,7,1952,,,
8/1/1952,21.821,Bras¨ªlia,15.27S,47.50W,8,1952,,,
9/1/1952,23.343,Bras¨ªlia,15.27S,47.50W,9,1952,,,
10/1/1952,23.08,Bras¨ªlia,15.27S,47.50W,10,1952,,,
11/1/1952,22.594,Bras¨ªlia,15.27S,47.50W,11,1952,,,
12/1/1952,21.822,Bras¨ªlia,15.27S,47.50W,12,1952,,,
1/1/1953,22.949,Bras¨ªlia,15.27S,47.50W,1,1953,,,
2/1/1953,23.079,Bras¨ªlia,15.27S,47.50W,2,1953,,,
3/1/1953,22.409,Bras¨ªlia,15.27S,47.50W,3,1953,,,
4/1/1953,21.581,Bras¨ªlia,15.27S,47.50W,4,1953,,,
5/1/1953,21.478,Bras¨ªlia,15.27S,47.50W,5,1953,,,
6/1/1953,19.891,Bras¨ªlia,15.27S,47.50W,6,1953,,,
7/1/1953,18.695,Bras¨ªlia,15.27S,47.50W,7,1953,,,
8/1/1953,21.898,Bras¨ªlia,15.27S,47.50W,8,1953,,,
9/1/1953,23.421,Bras¨ªlia,15.27S,47.50W,9,1953,,,
10/1/1953,22.946,Bras¨ªlia,15.27S,47.50W,10,1953,,,
11/1/1953,22.606,Bras¨ªlia,15.27S,47.50W,11,1953,,,
12/1/1953,21.907,Bras¨ªlia,15.27S,47.50W,12,1953,,,
1/1/1954,22.839,Bras¨ªlia,15.27S,47.50W,1,1954,,,
2/1/1954,22.757,Bras¨ªlia,15.27S,47.50W,2,1954,,,
3/1/1954,22.374,Bras¨ªlia,15.27S,47.50W,3,1954,,,
4/1/1954,21.887,Bras¨ªlia,15.27S,47.50W,4,1954,,,
5/1/1954,21.245,Bras¨ªlia,15.27S,47.50W,5,1954,,,
6/1/1954,20.421,Bras¨ªlia,15.27S,47.50W,6,1954,,,
7/1/1954,19.545,Bras¨ªlia,15.27S,47.50W,7,1954,,,
8/1/1954,21.146,Bras¨ªlia,15.27S,47.50W,8,1954,,,
9/1/1954,24.229,Bras¨ªlia,15.27S,47.50W,9,1954,,,
10/1/1954,24.02,Bras¨ªlia,15.27S,47.50W,10,1954,,,
11/1/1954,22.806,Bras¨ªlia,15.27S,47.50W,11,1954,,,
12/1/1954,22.058,Bras¨ªlia,15.27S,47.50W,12,1954,,,
1/1/1955,21.968,Bras¨ªlia,15.27S,47.50W,1,1955,,,
2/1/1955,22.406,Bras¨ªlia,15.27S,47.50W,2,1955,,,
3/1/1955,22.921,Bras¨ªlia,15.27S,47.50W,3,1955,,,
4/1/1955,21.982,Bras¨ªlia,15.27S,47.50W,4,1955,,,
5/1/1955,21.095,Bras¨ªlia,15.27S,47.50W,5,1955,,,
6/1/1955,20.64,Bras¨ªlia,15.27S,47.50W,6,1955,,,
7/1/1955,19.041,Bras¨ªlia,15.27S,47.50W,7,1955,,,
8/1/1955,21.85,Bras¨ªlia,15.27S,47.50W,8,1955,,,
9/1/1955,23.928,Bras¨ªlia,15.27S,47.50W,9,1955,,,
10/1/1955,22.82,Bras¨ªlia,15.27S,47.50W,10,1955,,,
11/1/1955,21.735,Bras¨ªlia,15.27S,47.50W,11,1955,,,
12/1/1955,21.68,Bras¨ªlia,15.27S,47.50W,12,1955,,,
1/1/1956,22.586,Bras¨ªlia,15.27S,47.50W,1,1956,,,
2/1/1956,22.406,Bras¨ªlia,15.27S,47.50W,2,1956,,,
3/1/1956,22.294,Bras¨ªlia,15.27S,47.50W,3,1956,,,
4/1/1956,21.58,Bras¨ªlia,15.27S,47.50W,4,1956,,,
5/1/1956,20.835,Bras¨ªlia,15.27S,47.50W,5,1956,,,
6/1/1956,18.705,Bras¨ªlia,15.27S,47.50W,6,1956,,,
7/1/1956,19.708,Bras¨ªlia,15.27S,47.50W,7,1956,,,
8/1/1956,20.028,Bras¨ªlia,15.27S,47.50W,8,1956,,,
9/1/1956,23.632,Bras¨ªlia,15.27S,47.50W,9,1956,,,
10/1/1956,22.784,Bras¨ªlia,15.27S,47.50W,10,1956,,,
11/1/1956,21.11,Bras¨ªlia,15.27S,47.50W,11,1956,,,
12/1/1956,21.241,Bras¨ªlia,15.27S,47.50W,12,1956,,,
1/1/1957,21.593,Bras¨ªlia,15.27S,47.50W,1,1957,,,
2/1/1957,22.148,Bras¨ªlia,15.27S,47.50W,2,1957,,,
3/1/1957,21.869,Bras¨ªlia,15.27S,47.50W,3,1957,,,
4/1/1957,21.118,Bras¨ªlia,15.27S,47.50W,4,1957,,,
5/1/1957,20.616,Bras¨ªlia,15.27S,47.50W,5,1957,,,
6/1/1957,20.123,Bras¨ªlia,15.27S,47.50W,6,1957,,,
7/1/1957,18.958,Bras¨ªlia,15.27S,47.50W,7,1957,,,
8/1/1957,21.787,Bras¨ªlia,15.27S,47.50W,8,1957,,,
9/1/1957,22.556,Bras¨ªlia,15.27S,47.50W,9,1957,,,
10/1/1957,23.379,Bras¨ªlia,15.27S,47.50W,10,1957,,,
11/1/1957,22.392,Bras¨ªlia,15.27S,47.50W,11,1957,,,
12/1/1957,22.6,Bras¨ªlia,15.27S,47.50W,12,1957,,,
1/1/1958,22.624,Bras¨ªlia,15.27S,47.50W,1,1958,,,
2/1/1958,23.194,Bras¨ªlia,15.27S,47.50W,2,1958,,,
3/1/1958,22.404,Bras¨ªlia,15.27S,47.50W,3,1958,,,
4/1/1958,21.744,Bras¨ªlia,15.27S,47.50W,4,1958,,,
5/1/1958,21.347,Bras¨ªlia,15.27S,47.50W,5,1958,,,
6/1/1958,20.375,Bras¨ªlia,15.27S,47.50W,6,1958,,,
7/1/1958,20.149,Bras¨ªlia,15.27S,47.50W,7,1958,,,
8/1/1958,21.168,Bras¨ªlia,15.27S,47.50W,8,1958,,,
9/1/1958,22.855,Bras¨ªlia,15.27S,47.50W,9,1958,,,
10/1/1958,22.813,Bras¨ªlia,15.27S,47.50W,10,1958,,,
11/1/1958,23.012,Bras¨ªlia,15.27S,47.50W,11,1958,,,
12/1/1958,22.841,Bras¨ªlia,15.27S,47.50W,12,1958,,,
1/1/1959,22.351,Bras¨ªlia,15.27S,47.50W,1,1959,,,
2/1/1959,23.324,Bras¨ªlia,15.27S,47.50W,2,1959,,,
3/1/1959,22.324,Bras¨ªlia,15.27S,47.50W,3,1959,,,
4/1/1959,23.247,Bras¨ªlia,15.27S,47.50W,4,1959,,,
5/1/1959,22.111,Bras¨ªlia,15.27S,47.50W,5,1959,,,
6/1/1959,20.139,Bras¨ªlia,15.27S,47.50W,6,1959,,,
7/1/1959,20.371,Bras¨ªlia,15.27S,47.50W,7,1959,,,
8/1/1959,22.109,Bras¨ªlia,15.27S,47.50W,8,1959,,,
9/1/1959,23.696,Bras¨ªlia,15.27S,47.50W,9,1959,,,
10/1/1959,23.416,Bras¨ªlia,15.27S,47.50W,10,1959,,,
11/1/1959,22.425,Bras¨ªlia,15.27S,47.50W,11,1959,,,
12/1/1959,22.924,Bras¨ªlia,15.27S,47.50W,12,1959,,,
1/1/1960,22.053,Bras¨ªlia,15.27S,47.50W,1,1960,,,
2/1/1960,22.399,Bras¨ªlia,15.27S,47.50W,2,1960,,,
3/1/1960,22.445,Bras¨ªlia,15.27S,47.50W,3,1960,,,
4/1/1960,21.497,Bras¨ªlia,15.27S,47.50W,4,1960,,,
5/1/1960,20.249,Bras¨ªlia,15.27S,47.50W,5,1960,,,
